Grootteorde anomalie(ën);Anomalie(ën) gedetecteerd;Holte (m);Opgeruimd door firma;Opgeruimd tot op;Code;Bouwjaar;Afgedregde diepte (m);Afgedregd op;Easting;Northing;Wrak Type;Gevonden door;Gevonden op;Tonnenmaat bruto;Kroniek;Lengte (m);Breedte (m);Naam bevestigd;Beschermd als War Grave (GB);Materiaal;Diepte ondiepste punt (m, t.o.v. LAT);Recentste magnetometriemeting op;Recentste multibeammeting absolute hoogte (m);Recentste multibeammeting strekking (°);Recentste multibeammeting op;Recentste multibeammeting lengte (m);Recentste multibeammeting coördinaten ondiepste punt (lat-long);Recentste multibeammeting ondiepste punt (m, tov LAT);Recentste multibeammeting min. diepte omringende bodem (m, tov LAT);Recentste multibeammeting breedte (m);Recentste Berichten aan Zeevarenden;Recentste side scan sonarmeting strekking (°);Recentste side scan sonarmeting op;Recentste side scan sonarmeting lengte (m);Recentste side scan sonarmeting breedte (m);Recentste multibeammeting;Naam;Vlaggenstaat;Oude benamingen;Eigenaar;Beschermd als cultureel erfgoed onder water;Toestand;Geborgen op;Werf;Teken op kaart;Staat;Gezonken tijdens oorlogsdienst;Gezonken op;Type;Heeft Historische Beelden;Heeft Sounding Beelden;Heeft Pointcloud;
;;;;;BE-113-245-02;;;;483081.2;5675165.1;Wrak;;;;Betreft mogelijks hetzelfde houten vaartuig als wrak BE_113_246_01 en BE_113_245_01. ;;;Neen;Neen;Hout;5.6;;;;19/02/2025;;;5.6;;;;;;;;;onbekend;;;;;;;;geen;Verzand, geen zichtbare resten;;;Schoener;0.0;1.0;0.0;
;;1.6;;;BE-117-254-01;1904.0;6.0;30/09/1992;493607.8;5682873.9;Wrak;;;37.0;"De Loreley bevond zich op 18 september 1942 op patrouille in de Grote Rede van Oostende toen het plots werd aangevallen door vijftien Spitfires. De Loreley werd doorzeefd en verging kort hierna. 
Vijf bemanningsleden werden bij de aanval gedood, drie gewonden konden worden gered.";20.8;3.8;Ja;Neen;Staal;7.0;;0.4;90.6;20/03/2024;16.8;493608   5682868;7.0;6.5;8.3;1996 / 17-129;;;;;;LORELEY;Duitsland;;Kriegsmarine, DE;;"Dek en bovenbouw zijn verdwenen. De voorpiek is aan bakboordzijde ingedeukt. 
Aan stuurboord is een stuk wand volledig verdwenen en bevindt er zich een stuk dek omgekeerd in het zand ernaast. ";;Nitze, Lauenberg, DE;5,9 Wk_;Enkele fragmenten;WO II;18/09/1942;Sleepboot;;;;
;;3.7;;;BE-126-220-01;1917.0;;;453669.6;5699694.6;Wrak;;;646.0;;55.0;5.8;Ja;Neen;Staal;14.0;;2.5;316.1;24/04/2025;33.5;453666   5699697;14.0;16.5;6.1;1997 / 05-069;;;;;;unterseeboot UB-57;Duitsland;;Keizerlijk Marine, DE;Cultureel erfgoed onder beschermingsmaatregelen;Deze duikboot ligt rechtop en is intact, echter ondertussen grotendeels begraven.;;;13,0 Wk;Intact, deels begraven;WO I;;Duikboot;;;;
;;;;;BE-112-251-02;;;;490480.0;5673683.7;Wrak;;;;;;;Neen;Neen;;2.2;;;;26/02/2025;;;;2.2;;;;;;;;onbekend;;;;;;;;geen;Verzand, geen zichtbare resten;;;;0.0;1.0;0.0;
;;;;;BE-113-246-01;;;;483957.1;5674281.9;Wrak;;;;Betreft mogelijks hetzelfde houten vaartuig als wrak BE_113_245_01 en BE_113_245_02. ;;;Neen;Neen;Hout;7.9;;;;19/02/2025;;;7.9;;;;;;;;;onbekend;;;;;;;;geen;Verzand, geen zichtbare resten;;;Schoener;0.0;1.0;0.0;
;;10.6;;;BE-122-304-01;1943.0;2.2;;505134.0;5691948.0;Wrak;;;7219.0;"Op 18 januari 1945, omstreeks 19u27 en bij een windkracht van 6 à 7, raakte de SS Samvern een mijn, waarna het schip slagzij begon te maken.
Het schip was door de ontploffing in twee gebroken. De bemanning probeerde zich te redden met behulp van de reddingssloepen. Zestien mensen lieten het leven.";128.6;17.3;Ja;Neen;Staal;3.3;;5.9;144.7;20/05/2022;70.1;"505120; 5691955";3.3;9.2;18.5;1986 / 26-143;;;;;;SS SAMVERN - voorschip;Verenigde Staten;nvt;US Maritime Commission - War Shipping Administration (WSA), Washington, US;;;;Bethlehem Shipbuilding Corp. Ltd., Quincy, Massachusetts, USA;2,1 Wk_;Gebroken;WO II;18/01/1945;Vrachtschip;;;;
;;;Ackermans & Van Haaren;;BE-114-254-01;;4.9;;493140.0;5677105.0;Wrak;;;;;;;Neen;Neen;Staal;7.1;;;;31/01/2024;;;7.1;;;1963 / 09-070;;;;;;onbekend;;;;;;01/01/1963;;#;Geborgen;;;;0.0;1.0;0.0;
;;5.4;Tijdelijke Vereniging voor Bergingswerken;15,00m;BE-125-254-01;1878.0;17.0;19/08/1992;493649.8;5697278.0;Wrak;;;1310.0;De SS Dawdon was op weg van Hull naar Antwerpen met een lading kolen, toen het een mijn raakte en verging.;72.8;10.3;Ja;Neen;Staal;17.7;;0.7;358.3;20/04/2018;;;17.7;18.3;3.6;1992 / 18-172;;;;;;SS DAWDON;Verenigd Koninkrijk;;Ashmount Steam Ship Company, Glasgow, UK;;Er is sprake van een verspreidingveld van ongeveer 48x8m, waarvan het overgrote deel verzand.;01/09/1959;Short Brothers, Sunderland, UK;16,9 Wk_;Enkele fragmenten;Neen;03/10/1914;Vrachtschip;1.0;1.0;1.0;
;;6.5;Scaldis;volledig;BE-124-303-01;2002.0;;;504309.0;5694323.0;Wrak;;;6577.0;"Op 6 oktober 2015, omstreeks 4u, zijn de 315 m lange gastanker Al-Oraiq, varende onder de vlag van de Marshalleilanden, en het 130 m lange Nederlandse vrachtschip Flinterstar met elkaar in aanvaring gekomen.
De kustreddingsdiensten hebben alle 12 opvarenden van de Flinterstar gered.
De Flinterstar zelf is op de ondiepte van de rand van de vaargeul terecht gekomen en was zeer goed zichtbaar.";130.0;17.0;Ja;Neen;Staal;12.5;;;;30/04/2024;;;;12.5;;2015 / 21-246;;;;;;MV FLINTERSTAR;Nederland;nvt;Flinterstar III BV, Barendrecht, NL;;;01/09/2016;Ferus Smit BV, Westerbroek, NL;geen;Geborgen;Neen;06/10/2015;Vrachtschip;1.0;1.0;0.0;
;;3.6;;;BE-108-235-01;1930.0;1.2;29/04/1988;470864.0;5665156.0;Wrak;;;136000.0;Tijdens de evacuatie van Britse troepen uit Duinkerke, werd het konvooi bestaande uit HMS BASILISK, HMS KEITH , HMS SALAMANDER en HMS SKIPJACK aangevallen door Duitse Stuka's. Het schip onderging 3 aanvalsgolven. Bij de eerste werd onder andere stookruim 3 geraakt. Hierdoor nam de snelheid af.  Bij de tweede aanval werd het schip niet geraakt. De derde aanval telde vele treffers en bracht het schip tot stilstand. De HMS BASILISK zonk in ondiep water. Hoewel het schip snel was ondergegaan bleef het aantal slachtoffers beperkt. Toen het wrak verlaten was vernietigde de HMS Whitehall deze verder om geen documenten en instrumenten (waaronder het Anti Submarine Detection Investigation Committee Systeem, of afgekort ASDIC) in handen van de Duitsers te laten vallen. De bovenbouw was lange tijd zichtbaar bij laagwater. ;107.0;9.7;Ja;Neen;Staal;1.3;;2.1;262.7;25/02/2025;100.2;470853   5665153;1.3;3.4;13.9;1999 / 20-147;;;;;;HMS BASILISK (H11);Verenigd Koninkrijk;nvt;Royal Navy, UK;;;;John Brown & Co., UK;1,1 Wk_;Bovendek herkenbaar;WO II;08/04/1940;Torpedobootjager;;;;
;;1.4;;volledig;BE-113-251-02;;;;490019.8;5674613.1;Wrak;TER STREEP (VH);04/07/2000;;De Offshore 1 zonk op 3 juli 2000 omstreeks 16uur voor de kust van Raversijde. Hierbij kwam één persoon om het leven. ;11.9;2.7;Ja;Neen;Staal;7.8;;;233.0;16/02/2024;12.0;;7.8;;3.0;2001 / 26-172;;;;;;OFFSHORE I;België;;Rik Vanhee, Oostende;;;;;geen;Geborgen;Neen;03/07/2000;;;;;
;;;;;BE-114-254-04;1810.0;;;493491.7;5676514.8;Wrak;;;;"Dit wrak betreft mogelijks de Brodene, dit is echter nog niet bewezen. De info gevonden onder ""geschiedenis"" is deze van de Brodene. 

De Brodene probeerde op 14 oktober 1869 de haven van Oostende binnen te varen zonder loods. Die dag stond er een zware storm. Brodene miste de ingang, en kwam op het westelijke strand terecht.";;;Neen;Neen;Hout;7.1;;;;31/01/2024;;;7.1;;;;;;;;;BRODENE;Noorwegen;;;;;;;geen;Verzand, geen zichtbare resten;;14/10/1869;Brik;0.0;1.0;0.0;
;;2.8;Tijdelijke Vereniging voor Bergingswerken;volledig;BE-123-319-01;1943.0;9.4;24/11/1966;522149.6;5694073.0;Wrak;;;;"M-3248 was oorspronkelijk gebouwd voor een Nederlandse reder als houten vissersschip. Het werd overgenomen en afgewerkt door de Kriegsmarine.
Op 24 juni 1944, om 0u02 liep het op twee mijnen ter hoogte van de Belgisch-Nederlandse grens en verging.
Er kwam 1 persoon om het leven.";24.0;6.4;Ja;Neen;Hout;9.4;;;;13/02/2023;;;9.4;;;2001 / 26-173;;;;;;minensuchboot M-3248;Duitsland;KFK 412;Kriegsmarine, DE;;"De wrakresten bestonden uit kiel, ijzeren spanten,houten romp en onderdelen van een motor.
Door de slechte staat zijn er onderdelen uit de grijparm gevallen, en achtergelaten.";01/01/2001;B.S. Jachtwerf, Zaandam, NL;#;Geborgen;WO II;24/06/1944;Mijnenveger;;;;
;;3.1;;;BE-112-242-01;1917.0;;;479897.9;5672126.2;Wrak;;;173.0;"Dit schip voer als vissersschip tot het in 1940 door de Kriegsmarine werd gekocht. Het werd bewapend.
Op 6 april 1943, om 2.58u werd de FO 06 aangevallen door vijandelijke kanonneerboten. De motor viel uit en het schip werd vervolgens geënterd door de Britten die op zoek waren naar kaarten, codes en gevangenen. 
De FO 06 werd door Brits kanonvuur tot zinken gebracht en verging om 3.08u. ";30.4;6.6;Ja;Neen;Staal;6.0;;2.3;86.0;16/02/2024;10.1;479898.9     5672125.6;6.0;8.3;4.3;1996 / 02-054;;;;;;hafenschutzboot FO 06;Duitsland;FLEVO, VL 147, D. MEERBURG SR., HS 169;Kriegsmarine, DE;;"Het wrak ligt ondersteboven. Te zien zijn de motorblok, dubbele bodem en versterkingen. 
Zowel aan bak- als aan stuurboordkant zijn de resten van de scheepsromp in het zand te zien. ";;C.M. van Rees, Jutphaas, NL;5,9 Wk;Enkele fragmenten;WO II;06/04/1943;Vissersboot;;;;
;;;;;BE-116-249-02;;;;488158.8;5680728.0;Wrak;;;;;;;Neen;;;7.0;;4.6;39.5;15/05/2024;41.6;488129   5680674;7.0;11.6;8.8;;;;;;;onbekend;;;;;het wrak is goed zichtbaar, de boeg is afgebroken en is nog in prima conditie;;;5.1 Wk_;;;;;;;;
;;4.6;;;BE-113-249-01;1804.0;;;487737.0;5674492.0;Wrak;O.82 SINT-ANTONIUS;01/01/1984;182.0;"Dit wrak betreft mogelijks de HMS Griper, dit is echter nog niet bewezen. De info gevonden onder ""geschiedenis"" is deze van de Griper. 

De HMS Griper voer op 18 februari 1807 uit voor een patrouille ter hoogte van Oostende. Door de zware storm ging de brik verloren, alle 50 opvarenden kwamen om. ";24.4;6.9;Neen;Neen;Hout;3.2;;;;;;;3.2;;;;;;;;;HMS GRIPER;Verenigd Koninkrijk;;Royal Navy, UK;Cultureel erfgoed onder beschermingsmaatregelen;De resten komen zeer sporadisch vrij. ;;Brindley Lynn, UK;3,2 Wk;Verzand, geen zichtbare resten;;18/02/1807;Brik;1.0;0.0;0.0;
;;;;;BE-124-229-01;1963.0;26.3;05/08/1988;464644.8;5695006.6;Wrak;;;4882.0;"Op 22 september had de Dageraad de haven van Nieuwpoort verlaten om te gaan vissen. 
Een dag later, omstreeks 15u30, werd een brandgeur waargenomen. Het net werd binnengehaald en men merkte op dat er rook kwam uit de schroefas. 
De schipper besloot huiswaarts te keren. Na een uur werd de motor stilgelegd omdat de rookontwikkeling erger werd, en werd een sleep gevraagd.
De bemanning stapte om 22u over naar de N.346 vanwaar ze een kwartier later vlammen uit het achterschip zagen komen. 
Ook de Zeetijger kwam ter hulp en begon te blussen terwijl de N.346 de sleep voortzette. Het dek, de verschansing en de brug stonden inmiddels in brand. 
Omstreeks 2u was het vuur gedoofd, maar een uur later wakkerde het weer aan. Een ontploffing deed zich voor en de N.591 verging onmiddellijk loodrecht met achtersteven eerst.";;;Ja;Neen;Hout;29.6;;;318.6;03/04/2017;28.6;"464647.79; 5695005.45";29.6;;6.6;1997 / 05-069;;;;;;N.591 DAGERAAD;België;Z.591 DAGERAAD;René Coulier-Desaever, Nieuwpoort, BE;;;;L. De Graeve, Zeebrugge, BE;#;Enkele fragmenten;Neen;24/09/1976;Vissersboot;1.0;1.0;1.0;
;;;;;BE-140-252-01;;;;490863.9;5725789.8;Wrak;;;;;;;Neen;Neen;Hout;31.0;;;;;;;31.0;;;;;;;;;onbekend;;;;;De wrakresten betreffen enkele houten spanten die slechts sporadisch vrij komen.;;;geen;Verzand, geen zichtbare resten;;;;0.0;0.0;0.0;
;;;;volledig;BE-125-249-01;;;;487613.8;5697402.0;Wrak;TER STREEP (VH);10/02/2003;;"Op 4 februari 2003 stortte deze helikopter tijdens een beloodsing in zee. 
De 4 inzittenden konden met de Sea King helikopter van Koksijde gered worden.";11.6;3.2;Neen;Neen;;20.6;;;;05/11/2020;;;20.6;;;2003 / 08-090;;;;;;helikopter;;;;;;21/02/2003;;geen;Geborgen;Neen;04/02/2003;Helikopter;;;;
;;;;;BE-115-233-02;;;;468699.7;5677744.2;Wrak;;;;;;;Neen;Neen;Hout;16.0;;0.4;52.4;18/02/2025;4.0;468698   5677750;16.0;16.4;3.7;;;;;;;onbekend;;;;;nog een objeckt te zien;;;geen;Enkele artefacten;;;Vissersboot;;;;
;;;;;BE-108-240-01;1943.0;;;476994.9;5665444.2;Wrak;;;2299.0;Toen de Zulma Maria op terugweg was van het vissen in het Westhindergebied, kwam hij terecht in een zware mistbank. Om 1u30 's ochtends begon het schip te trillen en enkele ogenblikken later liep hij aan de grond. Bij lodingen werd duidelijk dat het voorschip nog water onder zich had, maar dat het achterschip vastgekomen was op een zandbank. Toen de mist optrok werd duidelijk dat ze gestrand waren voor Oostduinkerke. Bij laagwater werden de ankers uitgezet met de bedoeling het schip bij hoogwater te kunnen bevrijden. Tevergeefs. Doordat verschillende rompplanken waren ontzet en losgekomen stroomde het water binnen, kwam het volledige schip onder water te staan en werd de motor onbruikbaar. Bij het volgende laagwater constateerde men dat Zulma Maria al 45° slagzij had en reddeloos verloren was.;;;Ja;Neen;Hout;0.0;;;;25/02/2025;;;0.0;;;5/10/1967;;;;;;N.757 ZULMA-MARIA;België;N.79 ZULMA-MARIA;H. Van Kemmelbeke & M. Kerkhoek;;De Zulma-Maria is kort na zijn stranding uiteengeslagen en verzand. Magnetometrisch onderzoek toont een kleine concentratie ijzer onder de zeebodem. ;;Ch. Meert-De Decker, Boom;0,3 Obstn;Verzand, geen zichtbare resten;Neen;30/01/1949;Vissersboot;0.0;1.0;0.0;
;;7.6;Ackermans & Van Haaren;15,00m;BE-124-248-01;1935.0;15.9;30/09/1992;486407.0;5695115.0;Wrak;;;4564.0;"De SS Auretta vertrok op 26 februari 1945 vanuit het ankergebied voor Margate, samen met 12 andere tankers en vrachtschepen en vijf begeleidende schepen richting Antwerpen. 
De tragere schepen hadden moeite om bij te blijven waardoor de snellere schepen vaak van koers wijzigden zodat de anderen konden bijbenen. 
Om 9u20 liep de Auretta op een mijn. Twee personen kwamen hierbij om het leven. De andere konden worden opgepikt door HMS Sapphire en HMS Scalpay. 
Door de ondiepte staken de masten zo'n 3 meter boven het water uit. 
Het mijnenveld was waarschijnlijk de nacht voordien pas uitgelegd. ";125.6;17.1;Ja;Neen;Staal;16.6;;1.4;;04/03/2022;115.6;"486422; 5695116";16.6;18.0;22.8;1997 / 05-069;;;;;;SS AURETTA;Verenigd Koninkrijk;nvt;Walter H. Cockerline & Company, Hull, UK;;De wrakresten bevinden zich (anno 2020) waarschijnlijk onder een grote zandribbel. ;10/10/1962;Burntisland Shipbuilding Company Ltd., Burntisland, US;15,5 Wk_;Geborgen;WO II;26/02/1945;Vrachtschip;1.0;1.0;1.0;
;;;;;BE-110-237-03;1907.0;;;473199.9;5668655.2;Wrak;TER STREEP (VH);;89.0;"Dit wrak betreft mogelijks de Fairplay VII, dit is echter nog niet bewezen. De info gevonden onder ""geschiedenis"" is deze van de Fairplay. 

De stoomsleepboot Fairplay werd zowel tijdens de Eerste als tijdens de Tweede Wereldoorlog gevorderd door het Duitse leger. Tijdens WOII ging deze ingezet worden bij de geplande invasie van Engeland en werd in Duinkerke geplaatst. Het was bij de berging van een monopolsleper op 27 oktober 1940 dat de Fairplay VII gegrepen werd door een grondzee en kapseisde. Het wordt aangegeven als 'verloren in het Duinkerkegebied'. ";24.0;5.3;Neen;Neen;Staal;12.0;;2.5;38.0;24/07/2018;31.0;;12.0;14.5;6.7;1997 / 20-148;;;;;;FAIRPLAY VII;Duitsland;;Kriegsmarine, DE;;;;Stettiner Oderwerke, Stettin, DE;12  Wk;Intact;WO II;27/10/1940;Sleepboot;1.0;1.0;1.0;
;;;;;BE-113-245-01;;;;483640.2;5674547.9;Wrak;;;;Betreft mogelijks hetzelfde houten vaartuig als wrak BE_113_246_01 en BE_113_245_02. ;;;Neen;Neen;Hout;6.7;;;;19/02/2025;;;6.7;;;;;;;;;onbekend;;;;;;;;geen;Verzand, geen zichtbare resten;;;Schoener;0.0;1.0;0.0;
;;10.5;;;BE-125-311-02;1944.0;;;513075.0;5696105.0;Wrak;;;7253.0;"De SS Samselbu voer op 19 maart 1945 in konvooi ter hoogte van de NF 12-boei, toen het om 18u38 een mijn raakte en verging.
Er stierven 2 kanonniers bij de ontploffing, alle andere opvarenden konden worden opgepikt en afgezet in Oostende.";128.6;17.3;Ja;Neen;Staal;4.3;;5.2;226.9;25/03/2025;87.6;513109   5696122;4.3;9.5;18.8;1997 / 05-069;;;;;;SS SAMSELBU - voorschip;Verenigd Koninkrijk;nvt;Ministry of War Transport, London, UK;;Het voorschip van de Samselbu is redelijk intact, heowel grotendeels weggezakt in de modder.;;J.A. Jones Construction Co., Charlotte, North Carolina, US;2,8 Wk_;Gebroken;WO II;19/03/1945;Vrachtschip;;;;
;;;;;BE-121-237-01;;;;474167.5;5689662.1;Wrak;Libertas;;;;;;Neen;Neen;;23.4;;;563.0;05/04/2015;3.8;"474167.30; 5689663.14";23.4;23.6;4.0;;;;;;;onbekend;;;;;;;;#;Enkele fragmenten;;;;0.0;1.0;1.0;
;;;;;BE-122-251-01;;15.2;28/10/1960;489536.0;5690618.0;Wrak;;;;;;;Neen;Neen;;16.0;;3.3;145.0;19/07/2022;63.1;"489540; 5690616";16.0;19.3;20.3;1996 / 15-121;;;;;;onbekend;;;;;"Dit wrak werd samen met de SS Emeraude en de SS Empire Faith genivelleerd door HMS Steepholm. 
Er zijn nog verschillende hoge wrakstukken aanwezig.";;;16 Wk;Enkele fragmenten;;;;;;;
;;3.4;;;BE-117-251-01;1930.0;6.8;18/09/1985;489491.8;5681705.1;Wrak;;;197.0;"Het voormalige vissersschip, buitgemaakt door de Duitsers in 1940 en omgebouwd in 1942, voer op 24 november 1942 uit met mijnenveegapparatuur achter zich. Om 19u27 werd vanop het achterschip een drijvend object opgemerkt, vooraan aan bakboord. M-3610 voer te snel om de mijn te kunnen ontwijken. De ontploffing wierp het schip over stuurboord, en het voorschip liep ogenblikkelijk vol water. 
De ontploffing was zo krachtig dat de M-3602, die zich op 100m afstand bevond, beschadigd werd door weggeslingerde wrakstukken. Er vielen tien doden (waaronder alle machinisten) en zes gewonden op M-3610, en één gewonde op M-3602.";36.3;6.4;Ja;Neen;Staal;7.0;;0.4;85.3;20/03/2024;7.9;489524   5681668;7.0;7.4;3.9;1996 / 17-129;;;;;;minensuchboot M-3610;Duitsland;IJM 46 DE HOOP;Kriegsmarine, DE;;;;nv Scheepswerf & Rep. De Hoop, Leiden, NL;6,2 Wk_;Enkele fragmenten;WO II;24/11/1942;Mijnenveger;;;;
;;;;;BE-122-311-02;1916.0;;;513171.0;5690889.0;Wrak;;;37.0;"HM ML-424 maakte op 23 april 1918 deel uit van de blokkadevloot bij de aanval op Zeebrugge.
Zijn taak was het leggen van een rookgordijn, maar door de landwind werd de rook richting zee geblazen en werd de ML-424 zichtbaar voor de Duitse kustbatterijen. 
Er werd raak geschoten. De commandant en twee matrozen werden gedood, en het schip vatte vuur. 
De andere bemanningsleden konden met de sloep het schip verlaten.";28.6;4.0;Ja;Neen;Hout;12.3;;;87.7;28/03/2022;14.2;"513166; 5690889";12.3;;5.3;1967 / 19-157;;;;;;HM Motor Launch 424;Verenigd Koninkrijk;;Royal Navy, UK;;;;Elco, Bayonne, New Jersey, US;#;Geborgen;WO I;23/04/1918;Kanonneerboot;;;;
;;10.6;Ackermans & Van Haaren;bodem;BE-124-316-01;1944.0;11.1;01/03/1960;519346.6;5694345.0;Wrak;;;7062.0;"De SS Empire Blessing had 3500 ton militaire voorraden, 2500 ton munitie en 500 ton suiker aan boord, toen het op 19 maart 1945, rond de middag, tegen een mijn voer en verging. 
Alle opvaren konden door de begeleidende schepen in veiligheid gebracht worden. 
Uit hetzelfde konvooi liep twee uur later ook SS Hadley F. Brown tegen een mijn. Duitse Schnellboote hadden dit mijnenveld waarschijnlijk de afgelopen nacht uitgelegd. ";131.3;17.1;Ja;Neen;Staal;9.2;;;;23/02/2023;;;9.2;;;2002 / 14-113;;;;;;SS EMPIRE BLESSING;Verenigd Koninkrijk;nvt;Ministry of War Transport, London, UK;;"In 1959 werde nivelleringswerken uitgevoerd op het wrak van SS Empire Blessing. 
Dit liep door de aanwezige munitie in het wrak heel anders dan gehoopt.
Bij de ontsteking van de springstoffen rees er een enorme kolom zwartgekleurd water 70 meter de lucht in.";01/01/1959;Bartram & Sons Ltd., Sunderland, UK;#;Geborgen;WO II;19/03/1945;Vrachtschip;0.0;1.0;0.0;
;;4.1;Van Gastel;;BE-114-254-02;1939.0;5.7;;493293.8;5676271.1;Wrak;;22/01/1947;523.0;UJ-121 verliet op 2 september 1940, om 11u10, de haven van Oostende. Het was het leidinggevende schip van de 12. U-Jagd-Flottille. Vlak voor het kursaal raakte het ter hoogte van de boeg een mijn, en verging. Hierbij verloren 16 mensen het leven. ;55.2;8.4;Ja;Neen;Staal;7.0;;;;31/01/2024;;;7.0;;;1959 / 21-106;;;;;;UJ-121;Duitsland;JOCHEN;Kriegsmarine, DE;;"Het wrak werd ontdekt toen op 22 januari 1947 een zandzuiger er schipbreuk op leed. In 1953 volgde de eerste berging. Het wrak werd opgeblazen, waarna een grijper de wrakstukken bovenhaalde. Er zou nog slechts 1/5e van het wrak resteren. In 1955 werden de dieptebommen gerecupereerd.
In 1958 werden de overblijvende delen geborgen. Opnieuw werden eerst explosieven gebruikt, maar de ontploffing was ditmaal zo groot dat er van het achterschip niets overbleef, en er een enorme krater was ontstaan.Een grijper haalde meer dan 3 ton materiaal naar boven.
Ook een vierde bergingspoging was nodig.
In 1962 verdwenen de laatste resten onder de bodem.";01/01/1955;Norderwerft Köser und Meyer, Hamburg, DE;5,6 Wk_;Geborgen;WO II;02/09/1940;Duikbootjager;;;;
;;;;;BE-113-252-01;1894.0;;;490687.8;5674837.1;Wrak;TER STREEP (VH);;513.0;"De Hughli geraakte aan zijn eind op 26 april 1919, toen het tegen een mijn voer.
Negentien bemanningsleden lieten hierbij het leven.";61.0;8.4;Ja;Neen;Staal;7.4;;0.1;;16/02/2024;;;7.4;7.5;;1996 / 24-159;;;;;;HMS HUGHLI;Verenigd Koninkrijk;SS HUGHLI;Royal Navy, UK;;enkele fragmenten;;Robert Duncan & Co. Ltd., Glasgow, UK;5,9 Obstn;Enkele fragmenten;WO I;26/04/1919;Bergingsschip;;;;
;;10.6;Ackermans & Van Haaren;bodem;BE-123-306-01;1943.0;9.4;04/11/1963;507879.7;5693202.0;Wrak;;;7219.0;"Op 18 januari 1945, omstreeks 19u27 en bij een windkracht van 6 à 7, raakte de SS Samvern een mijn, waarna het schip slagzij begon te maken.
Het schip was door de ontploffing in twee gebroken. De bemanning probeerde zich te redden met behulp van de reddingssloepen. Zestien mensen lieten het leven.";128.6;17.3;Ja;Neen;Staal;10.2;;;;30/04/2024;;;;10.2;;1963 / 25-218;;;;;;SS SAMVERN - achterschip;Verenigde Staten;nvt;US Maritime Commission - War Shipping Administration (WSA), Washington, US;;;01/04/1963;Bethlehem Shipbuilding Corp. Ltd., Quincy, Massachusetts, USA;#;Geborgen;WO II;18/01/1945;Vrachtschip;;;;
;;1.5;;;BE-113-238-02;1915.0;;;474451.9;5675530.1;Wrak;;;137.0;"Op 20 maart 1918 maakten twee groepen van acht torpedoboten zich klaar om operatiebevel 45 van het Commando der Torpedoboten uit te voeren. Hierbij zouden de schepen, vertrekkende vanuit Zeebrugge, het station en de spoorverbindingen van Duinkerke, De Panne en Bay-Dunes beschieten vanop zee. A19 echter, zou samen met de A4, A9 en A7 zorgen voor de nodige lichtsignalen en dekking voor de vloot bij terugkeer. A19 stelde zich samen met A7 op ten noordoosten van de Smalbank. Na de bombardementen, waarop al snel antwoord volgde van Franse kustbatterijen en Britse schepen, werd de vlucht ingezet. A19 en A7 werden niet ingelicht van de gebeurtenissen. 
De Britten hadden gezien dat de Duitse schepen herkenningssignalen flitsten naar de wachtende torpedoboten, opdat ze hen zouden volgen. De vier schepen van A1-klasse hadden ondertussen koers gezet naar Oostende. Even nadien ramde de Britse HMS Botha de kleinere A19 midscheeps. De impact leek klein, maar het tegendeel werd duidelijk toen de boeg van A19 aan bakboord dreef, en het achterschip aan stuurboord.
De boeg draaide om en zonk onmiddellijk, het achterschip zonk op bakboordzijde. ";41.6;4.6;Ja;Neen;Staal;9.6;;0.4;101.6;14/02/2025;7.0;474440   5675535;9.6;10.0;2.0;1996 / 17-129;;;;;;torpedoboot A19 - voorschip;Duitsland;nvt;Keizerlijke marine, DE;Cultureel erfgoed onder beschermingsmaatregelen;2 grote  stukken;;AG Vulcan, Hamburg, DE;8,7 Wk;Gebroken;WO I;21/03/1918;Torpedoboot;;;;
